Scheme	Traffic	Time (s)	Throughput (Mbit/s)
pcc	egress	15.30	32.37
pcc	egress	15.45	31.97
pcc	egress	15.60	31.38
pcc	egress	15.75	31.09
pcc	egress	15.90	32.17
pcc	egress	16.05	31.73
pcc	egress	16.20	31.73
pcc	egress	16.35	32.26
pcc	egress	16.50	32.29
pcc	egress	16.65	32.22
pcc	egress	16.80	32.81
pcc	egress	16.95	33.10
pcc	egress	17.10	33.98
pcc	egress	17.25	33.58
pcc	egress	17.40	33.10
pcc	egress	17.55	32.77
pcc	egress	17.70	33.02
pcc	egress	17.85	32.61
pcc	egress	18.00	33.14
pcc	egress	18.15	32.94
pcc	egress	18.30	32.21
pcc	egress	18.45	33.18
pcc	egress	18.60	33.58
pcc	egress	18.75	33.65
pcc	egress	18.90	33.98
pcc	egress	19.05	34.22
pcc	egress	19.20	35.18
pcc	egress	19.35	35.10
pcc	egress	19.50	33.98
pcc	egress	19.65	34.54
pcc	egress	19.80	34.30
pcc	egress	19.95	33.90
pcc	egress	20.10	34.49
pcc	egress	20.25	34.78
pcc	egress	20.40	35.27
pcc	egress	20.55	34.94
pcc	egress	20.70	34.38
pcc	egress	20.85	34.62
pcc	egress	21.00	34.46
pcc	egress	21.15	34.89
pcc	egress	21.30	34.94
pcc	egress	21.45	35.02
pcc	egress	21.60	35.50
pcc	egress	21.75	36.02
pcc	egress	21.90	36.63
pcc	egress	22.05	37.78
pcc	egress	22.20	38.10
pcc	egress	22.35	36.86
pcc	egress	22.50	32.69
pcc	egress	22.65	40.49
pcc	egress	22.80	36.30
pcc	egress	22.95	36.42
pcc	egress	23.10	37.06
pcc	egress	23.25	35.90
pcc	egress	23.40	36.54
pcc	egress	23.55	37.30
pcc	egress	23.70	37.38
pcc	egress	23.85	37.59
pcc	egress	24.00	38.02
pcc	egress	24.15	38.82
pcc	egress	24.30	39.22
pcc	egress	24.45	40.42
pcc	egress	24.60	40.97
pcc	egress	24.75	42.77
pcc	egress	24.90	43.85
pcc	egress	25.05	45.28
pcc	egress	25.20	47.40
pcc	egress	25.35	48.56
pcc	egress	25.50	49.88
pcc	egress	25.65	50.01
pcc	egress	25.80	50.01
pcc	egress	25.95	49.93
pcc	egress	26.10	48.05
pcc	egress	26.25	48.72
pcc	egress	26.40	48.08
pcc	egress	26.55	47.65
pcc	egress	26.70	46.77
pcc	egress	26.85	46.96
pcc	egress	27.00	47.97
pcc	egress	27.15	47.17
pcc	egress	27.30	47.36
pcc	egress	27.45	48.13
pcc	egress	27.60	48.16
pcc	egress	27.75	48.13
pcc	egress	27.90	48.88
pcc	egress	28.05	48.96
pcc	egress	28.20	48.53
pcc	egress	28.35	47.52
pcc	egress	28.50	47.89
pcc	egress	28.65	48.56
pcc	egress	28.80	48.96
pcc	egress	28.95	47.89
pcc	egress	29.10	48.80
pcc	egress	29.25	47.57
pcc	egress	29.40	48.08
pcc	egress	29.55	49.09
pcc	egress	29.70	49.60
pcc	egress	29.85	50.00
pcc	egress	30.00	50.01
pcc	egress	30.15	50.00
pcc	egress	30.30	50.01
pcc	egress	30.45	49.97
pcc	egress	30.60	50.01
pcc	egress	30.75	50.01
pcc	egress	30.90	50.00
pcc	egress	31.05	50.01
pcc	egress	31.20	49.93
pcc	egress	31.35	50.01
pcc	egress	31.50	48.93
pcc	egress	31.65	47.12
pcc	egress	31.80	47.81
pcc	egress	31.95	48.72
pcc	egress	32.10	48.13
pcc	egress	32.25	46.61
pcc	egress	32.40	50.33
pcc	egress	32.55	49.61
pcc	egress	32.70	48.56
pcc	egress	32.85	47.49
pcc	egress	33.00	49.52
pcc	egress	33.15	48.45
pcc	egress	33.30	11.73
pcc	ingress	3.30	0.01
pcc	ingress	3.45	0.73
pcc	ingress	3.60	2.76
pcc	ingress	3.75	5.21
pcc	ingress	3.90	10.62
pcc	ingress	4.05	23.81
pcc	ingress	4.20	51.52
pcc	ingress	4.35	113.69
pcc	ingress	4.50	37.61
pcc	ingress	4.65	32.44
pcc	ingress	4.80	32.82
pcc	ingress	4.95	32.13
pcc	ingress	5.10	32.78
pcc	ingress	5.25	32.41
pcc	ingress	5.40	32.14
pcc	ingress	5.55	31.57
pcc	ingress	5.70	31.61
pcc	ingress	5.85	32.37
pcc	ingress	6.00	31.90
pcc	ingress	6.15	31.85
pcc	ingress	6.30	32.46
pcc	ingress	6.45	32.45
pcc	ingress	6.60	32.45
pcc	ingress	6.75	33.14
pcc	ingress	6.90	33.34
pcc	ingress	7.05	34.14
pcc	ingress	7.20	33.50
pcc	ingress	7.35	33.02
pcc	ingress	7.50	33.01
pcc	ingress	7.65	33.18
pcc	ingress	7.80	33.26
pcc	ingress	7.95	32.77
pcc	ingress	8.10	32.50
pcc	ingress	8.25	32.05
pcc	ingress	8.40	31.30
pcc	ingress	8.55	31.17
pcc	ingress	8.70	31.81
pcc	ingress	8.85	32.33
pcc	ingress	9.00	32.22
pcc	ingress	9.15	31.81
pcc	ingress	9.30	32.17
pcc	ingress	9.45	32.38
pcc	ingress	9.60	32.93
pcc	ingress	9.75	32.94
pcc	ingress	9.90	32.69
pcc	ingress	10.05	32.18
pcc	ingress	10.20	32.45
pcc	ingress	10.35	32.06
pcc	ingress	10.50	32.73
pcc	ingress	10.65	32.06
pcc	ingress	10.80	31.73
pcc	ingress	10.95	32.93
pcc	ingress	11.10	32.74
pcc	ingress	11.25	31.82
pcc	ingress	11.40	33.25
pcc	ingress	11.55	32.22
pcc	ingress	11.70	31.61
pcc	ingress	11.85	33.01
pcc	ingress	12.00	33.26
pcc	ingress	12.15	33.66
pcc	ingress	12.30	33.42
pcc	ingress	12.45	33.09
pcc	ingress	12.60	32.90
pcc	ingress	12.75	33.10
pcc	ingress	12.90	32.70
pcc	ingress	13.05	33.25
pcc	ingress	13.20	33.42
pcc	ingress	13.35	33.98
pcc	ingress	13.50	33.82
pcc	ingress	13.65	33.50
pcc	ingress	13.80	33.18
pcc	ingress	13.95	33.41
pcc	ingress	14.10	33.06
pcc	ingress	14.25	33.57
pcc	ingress	14.40	33.02
pcc	ingress	14.55	32.61
pcc	ingress	14.70	33.90
pcc	ingress	14.85	33.34
pcc	ingress	15.00	32.70
pcc	ingress	15.15	32.26
pcc	ingress	15.30	31.97
pcc	ingress	15.45	31.09
pcc	ingress	15.60	31.37
pcc	ingress	15.75	32.13
pcc	ingress	15.90	31.70
pcc	ingress	16.05	31.89
pcc	ingress	16.20	32.21
pcc	ingress	16.35	32.29
pcc	ingress	16.50	32.34
pcc	ingress	16.65	32.94
pcc	ingress	16.80	33.33
pcc	ingress	16.95	33.98
pcc	ingress	17.10	33.42
pcc	ingress	17.25	32.86
pcc	ingress	17.40	32.93
pcc	ingress	17.55	32.90
pcc	ingress	17.70	32.62
pcc	ingress	17.85	33.41
pcc	ingress	18.00	32.46
pcc	ingress	18.15	32.29
pcc	ingress	18.30	33.62
pcc	ingress	18.45	33.58
pcc	ingress	18.60	33.58
pcc	ingress	18.75	34.22
pcc	ingress	18.90	34.33
pcc	ingress	19.05	35.34
pcc	ingress	19.20	34.71
pcc	ingress	19.35	34.06
pcc	ingress	19.50	34.62
pcc	ingress	19.65	34.14
pcc	ingress	19.80	34.06
pcc	ingress	19.95	34.54
pcc	ingress	20.10	34.94
pcc	ingress	20.25	35.21
pcc	ingress	20.40	34.70
pcc	ingress	20.55	34.54
pcc	ingress	20.70	34.46
pcc	ingress	20.85	34.62
pcc	ingress	21.00	34.94
pcc	ingress	21.15	34.90
pcc	ingress	21.30	35.18
pcc	ingress	21.45	35.51
pcc	ingress	21.60	36.38
pcc	ingress	21.75	36.66
pcc	ingress	21.90	38.10
pcc	ingress	22.05	37.74
pcc	ingress	22.20	36.81
pcc	ingress	22.35	36.37
pcc	ingress	22.50	36.73
pcc	ingress	22.65	36.23
pcc	ingress	22.80	36.82
pcc	ingress	22.95	36.63
pcc	ingress	23.10	35.86
pcc	ingress	23.25	37.03
pcc	ingress	23.40	37.30
pcc	ingress	23.55	37.35
pcc	ingress	23.70	37.78
pcc	ingress	23.85	38.03
pcc	ingress	24.00	39.14
pcc	ingress	24.15	39.31
pcc	ingress	24.30	40.73
pcc	ingress	24.45	41.53
pcc	ingress	24.60	42.86
pcc	ingress	24.75	44.44
pcc	ingress	24.90	45.40
pcc	ingress	25.05	48.29
pcc	ingress	25.20	49.20
pcc	ingress	25.35	52.48
pcc	ingress	25.50	50.25
pcc	ingress	25.65	48.01
pcc	ingress	25.80	48.37
pcc	ingress	25.95	48.08
pcc	ingress	26.10	48.77
pcc	ingress	26.25	47.76
pcc	ingress	26.40	47.49
pcc	ingress	26.55	46.64
pcc	ingress	26.70	47.33
pcc	ingress	26.85	47.73
pcc	ingress	27.00	47.20
pcc	ingress	27.15	47.65
pcc	ingress	27.30	48.08
pcc	ingress	27.45	48.21
pcc	ingress	27.60	48.24
pcc	ingress	27.75	49.09
pcc	ingress	27.90	48.72
pcc	ingress	28.05	48.24
pcc	ingress	28.20	47.57
pcc	ingress	28.35	48.16
pcc	ingress	28.50	48.61
pcc	ingress	28.65	49.12
pcc	ingress	28.80	47.41
pcc	ingress	28.95	48.96
pcc	ingress	29.10	47.41
pcc	ingress	29.25	48.48
pcc	ingress	29.40	49.20
pcc	ingress	29.55	49.93
pcc	ingress	29.70	50.21
pcc	ingress	29.85	51.40
pcc	ingress	30.00	51.37
pcc	ingress	30.15	49.57
pcc	ingress	30.30	50.40
pcc	ingress	30.45	49.61
pcc	ingress	30.60	50.49
pcc	ingress	30.75	50.09
pcc	ingress	30.90	49.52
pcc	ingress	31.05	49.09
pcc	ingress	31.20	48.49
pcc	ingress	31.35	47.73
pcc	ingress	31.50	47.12
pcc	ingress	31.65	48.29
pcc	ingress	31.80	48.48
pcc	ingress	31.95	48.05
pcc	ingress	32.10	48.96
pcc	ingress	32.25	48.89
pcc	ingress	32.40	49.53
pcc	ingress	32.55	47.57
pcc	ingress	32.70	48.16
pcc	ingress	32.85	49.57
pcc	ingress	33.00	47.68
pcc	ingress	33.15	11.77
bbr	egress	3.15	0.00
bbr	egress	3.30	0.01
bbr	egress	3.45	2.08
bbr	egress	3.60	4.56
bbr	egress	3.75	15.44
bbr	egress	3.90	43.84
bbr	egress	4.05	50.00
bbr	egress	4.20	49.68
bbr	egress	4.35	50.32
bbr	egress	4.50	49.76
bbr	egress	4.65	49.92
bbr	egress	4.80	50.00
bbr	egress	4.95	50.00
bbr	egress	5.10	50.00
bbr	egress	5.25	50.00
bbr	egress	5.40	50.00
bbr	egress	5.55	50.00
bbr	egress	5.70	49.84
bbr	egress	5.85	50.16
bbr	egress	6.00	48.72
bbr	egress	6.15	50.00
bbr	egress	6.30	50.00
bbr	egress	6.45	50.00
bbr	egress	6.60	50.00
bbr	egress	6.75	50.00
bbr	egress	6.90	49.68
bbr	egress	7.05	50.32
bbr	egress	7.20	50.00
bbr	egress	7.35	50.00
bbr	egress	7.50	50.00
bbr	egress	7.65	50.00
bbr	egress	7.80	50.00
bbr	egress	7.95	50.00
bbr	egress	8.10	50.00
bbr	egress	8.25	50.00
bbr	egress	8.40	50.00
bbr	egress	8.55	50.00
bbr	egress	8.70	50.00
bbr	egress	8.85	50.00
bbr	egress	9.00	50.00
bbr	egress	9.15	50.00
bbr	egress	9.30	50.00
bbr	egress	9.45	50.00
bbr	egress	9.60	50.00
bbr	egress	9.75	50.00
bbr	egress	9.90	49.92
bbr	egress	10.05	50.08
bbr	egress	10.20	50.00
bbr	egress	10.35	50.00
bbr	egress	10.50	50.00
bbr	egress	10.65	50.00
bbr	egress	10.80	50.00
bbr	egress	10.95	50.00
bbr	egress	11.10	50.00
bbr	egress	11.25	50.00
bbr	egress	11.40	50.00
bbr	egress	11.55	50.00
bbr	egress	11.70	50.00
bbr	egress	11.85	50.00
bbr	egress	12.00	49.92
bbr	egress	12.15	50.08
bbr	egress	12.30	50.00
bbr	egress	12.45	50.00
bbr	egress	12.60	49.92
bbr	egress	12.75	50.00
bbr	egress	12.90	50.00
bbr	egress	13.05	50.00
bbr	egress	13.20	50.00
bbr	egress	13.35	50.00
bbr	egress	13.50	50.00
bbr	egress	13.65	50.00
bbr	egress	13.80	50.00
bbr	egress	13.95	50.00
bbr	egress	14.10	4.80
bbr	egress	14.25	0.64
bbr	egress	14.40	35.68
bbr	egress	14.55	50.00
bbr	egress	14.70	50.00
bbr	egress	14.85	50.00
bbr	egress	15.00	50.00
bbr	egress	15.15	50.00
bbr	egress	15.30	50.00
bbr	egress	15.45	50.00
bbr	egress	15.60	50.00
bbr	egress	15.75	50.00
bbr	egress	15.90	44.16
bbr	egress	16.05	55.28
bbr	egress	16.20	50.00
bbr	egress	16.35	50.00
bbr	egress	16.50	50.00
bbr	egress	16.65	50.00
bbr	egress	16.80	50.00
bbr	egress	16.95	50.00
bbr	egress	17.10	50.00
bbr	egress	17.25	50.00
bbr	egress	17.40	50.00
bbr	egress	17.55	50.00
bbr	egress	17.70	50.00
bbr	egress	17.85	50.00
bbr	egress	18.00	50.00
bbr	egress	18.15	50.00
bbr	egress	18.30	50.00
bbr	egress	18.45	50.00
bbr	egress	18.60	50.00
bbr	egress	18.75	49.84
bbr	egress	18.90	50.08
bbr	egress	19.05	50.08
bbr	egress	19.20	50.00
bbr	egress	19.35	50.00
bbr	egress	19.50	50.00
bbr	egress	19.65	50.00
bbr	egress	19.80	50.00
bbr	egress	19.95	50.00
bbr	egress	20.10	50.00
bbr	egress	20.25	50.00
bbr	egress	20.40	50.00
bbr	egress	20.55	50.00
bbr	egress	20.70	50.00
bbr	egress	20.85	50.00
bbr	egress	21.00	50.00
bbr	egress	21.15	50.00
bbr	egress	21.30	50.00
bbr	egress	21.45	50.00
bbr	egress	21.60	50.00
bbr	egress	21.75	50.00
bbr	egress	21.90	50.00
bbr	egress	22.05	50.00
bbr	egress	22.20	50.00
bbr	egress	22.35	50.00
bbr	egress	22.50	50.00
bbr	egress	22.65	50.00
bbr	egress	22.80	50.00
bbr	egress	22.95	50.00
bbr	egress	23.10	50.00
bbr	egress	23.25	50.00
bbr	egress	23.40	50.00
bbr	egress	23.55	50.00
bbr	egress	23.70	50.00
bbr	egress	23.85	50.00
bbr	egress	24.00	50.00
bbr	egress	24.15	50.00
bbr	egress	24.30	49.68
bbr	egress	24.45	23.28
bbr	egress	24.60	0.48
bbr	egress	24.75	18.00
bbr	egress	24.90	50.00
bbr	egress	25.05	50.00
bbr	egress	25.20	49.92
bbr	egress	25.35	50.08
bbr	egress	25.50	49.92
bbr	egress	25.65	50.08
bbr	egress	25.80	50.00
bbr	egress	25.95	50.00
bbr	egress	26.10	50.00
bbr	egress	26.25	50.00
bbr	egress	26.40	50.00
bbr	egress	26.55	50.00
bbr	egress	26.70	50.00
bbr	egress	26.85	50.00
bbr	egress	27.00	50.00
bbr	egress	27.15	50.00
bbr	egress	27.30	50.00
bbr	egress	27.45	50.00
bbr	egress	27.60	50.00
bbr	egress	27.75	50.00
bbr	egress	27.90	50.00
bbr	egress	28.05	50.00
bbr	egress	28.20	50.00
bbr	egress	28.35	50.00
bbr	egress	28.50	50.00
bbr	egress	28.65	50.00
bbr	egress	28.80	50.00
bbr	egress	28.95	49.92
bbr	egress	29.10	50.00
bbr	egress	29.25	50.00
bbr	egress	29.40	50.00
bbr	egress	29.55	50.00
bbr	egress	29.70	49.84
bbr	egress	29.85	50.16
bbr	egress	30.00	50.00
bbr	egress	30.15	50.00
bbr	egress	30.30	49.92
bbr	egress	30.45	50.08
bbr	egress	30.60	50.00
bbr	egress	30.75	50.00
bbr	egress	30.90	44.40
bbr	egress	31.05	55.36
bbr	egress	31.20	50.00
bbr	egress	31.35	50.00
bbr	egress	31.50	50.00
bbr	egress	31.65	50.00
bbr	egress	31.80	50.00
bbr	egress	31.95	50.00
bbr	egress	32.10	50.00
bbr	egress	32.25	50.00
bbr	egress	32.40	50.00
bbr	egress	32.55	50.00
bbr	egress	32.70	50.00
bbr	egress	32.85	50.00
bbr	egress	33.00	50.00
bbr	egress	33.15	50.00
bbr	egress	33.30	18.64
bbr	ingress	3.15	0.81
bbr	ingress	3.30	1.76
bbr	ingress	3.45	6.72
bbr	ingress	3.60	21.76
bbr	ingress	3.75	73.92
bbr	ingress	3.90	79.84
bbr	ingress	4.05	50.00
bbr	ingress	4.20	82.48
bbr	ingress	4.35	26.64
bbr	ingress	4.50	50.64
bbr	ingress	4.65	50.88
bbr	ingress	4.80	50.88
bbr	ingress	4.95	52.40
bbr	ingress	5.10	49.20
bbr	ingress	5.25	50.64
bbr	ingress	5.40	50.80
bbr	ingress	5.55	57.92
bbr	ingress	5.70	44.00
bbr	ingress	5.85	43.04
bbr	ingress	6.00	50.56
bbr	ingress	6.15	52.40
bbr	ingress	6.30	49.28
bbr	ingress	6.45	51.12
bbr	ingress	6.60	50.56
bbr	ingress	6.75	50.88
bbr	ingress	6.90	55.76
bbr	ingress	7.05	45.52
bbr	ingress	7.20	50.88
bbr	ingress	7.35	50.88
bbr	ingress	7.50	54.32
bbr	ingress	7.65	47.28
bbr	ingress	7.80	50.88
bbr	ingress	7.95	50.80
bbr	ingress	8.10	50.64
bbr	ingress	8.25	53.84
bbr	ingress	8.40	47.20
bbr	ingress	8.55	50.80
bbr	ingress	8.70	50.56
bbr	ingress	8.85	55.92
bbr	ingress	9.00	45.04
bbr	ingress	9.15	50.88
bbr	ingress	9.30	50.56
bbr	ingress	9.45	50.56
bbr	ingress	9.60	51.68
bbr	ingress	9.75	48.64
bbr	ingress	9.90	50.08
bbr	ingress	10.05	50.64
bbr	ingress	10.20	57.76
bbr	ingress	10.35	43.36
bbr	ingress	10.50	50.16
bbr	ingress	10.65	50.88
bbr	ingress	10.80	52.24
bbr	ingress	10.95	48.88
bbr	ingress	11.10	50.48
bbr	ingress	11.25	50.80
bbr	ingress	11.40	50.40
bbr	ingress	11.55	55.60
bbr	ingress	11.70	45.28
bbr	ingress	11.85	50.24
bbr	ingress	12.00	50.56
bbr	ingress	12.15	54.32
bbr	ingress	12.30	46.96
bbr	ingress	12.45	49.36
bbr	ingress	12.60	50.72
bbr	ingress	12.75	50.72
bbr	ingress	12.90	53.36
bbr	ingress	13.05	47.84
bbr	ingress	13.20	49.84
bbr	ingress	13.35	50.24
bbr	ingress	13.50	56.24
bbr	ingress	13.65	45.36
bbr	ingress	13.80	23.52
bbr	ingress	13.95	0.64
bbr	ingress	14.10	0.32
bbr	ingress	14.25	52.40
bbr	ingress	14.40	48.72
bbr	ingress	14.55	50.56
bbr	ingress	14.70	50.72
bbr	ingress	14.85	56.96
bbr	ingress	15.00	43.84
bbr	ingress	15.15	50.88
bbr	ingress	15.30	50.72
bbr	ingress	15.45	52.08
bbr	ingress	15.60	49.12
bbr	ingress	15.75	45.04
bbr	ingress	15.90	57.20
bbr	ingress	16.05	50.72
bbr	ingress	16.20	56.16
bbr	ingress	16.35	45.60
bbr	ingress	16.50	50.88
bbr	ingress	16.65	50.88
bbr	ingress	16.80	54.48
bbr	ingress	16.95	47.44
bbr	ingress	17.10	50.88
bbr	ingress	17.25	50.64
bbr	ingress	17.40	50.80
bbr	ingress	17.55	53.68
bbr	ingress	17.70	46.96
bbr	ingress	17.85	50.72
bbr	ingress	18.00	50.40
bbr	ingress	18.15	56.40
bbr	ingress	18.30	44.72
bbr	ingress	18.45	49.52
bbr	ingress	18.60	50.40
bbr	ingress	18.75	50.88
bbr	ingress	18.90	51.92
bbr	ingress	19.05	48.88
bbr	ingress	19.20	50.80
bbr	ingress	19.35	50.56
bbr	ingress	19.50	57.20
bbr	ingress	19.65	43.68
bbr	ingress	19.80	50.24
bbr	ingress	19.95	50.56
bbr	ingress	20.10	53.04
bbr	ingress	20.25	48.56
bbr	ingress	20.40	50.40
bbr	ingress	20.55	50.56
bbr	ingress	20.70	50.56
bbr	ingress	20.85	54.72
bbr	ingress	21.00	46.48
bbr	ingress	21.15	49.76
bbr	ingress	21.30	50.56
bbr	ingress	21.45	54.96
bbr	ingress	21.60	46.32
bbr	ingress	21.75	49.60
bbr	ingress	21.90	50.48
bbr	ingress	22.05	50.56
bbr	ingress	22.20	52.64
bbr	ingress	22.35	48.08
bbr	ingress	22.50	50.00
bbr	ingress	22.65	50.64
bbr	ingress	22.80	57.36
bbr	ingress	22.95	43.44
bbr	ingress	23.10	49.68
bbr	ingress	23.25	50.56
bbr	ingress	23.40	52.40
bbr	ingress	23.55	48.80
bbr	ingress	23.70	50.64
bbr	ingress	23.85	50.72
bbr	ingress	24.00	50.56
bbr	ingress	24.15	41.28
bbr	ingress	24.30	0.16
bbr	ingress	24.45	0.64
bbr	ingress	24.60	31.84
bbr	ingress	24.75	50.56
bbr	ingress	24.90	50.72
bbr	ingress	25.05	55.20
bbr	ingress	25.20	46.56
bbr	ingress	25.35	50.88
bbr	ingress	25.50	50.56
bbr	ingress	25.65	51.04
bbr	ingress	25.80	53.60
bbr	ingress	25.95	49.12
bbr	ingress	26.10	54.24
bbr	ingress	26.25	54.24
bbr	ingress	26.40	60.80
bbr	ingress	26.55	47.52
bbr	ingress	26.70	51.04
bbr	ingress	26.85	54.16
bbr	ingress	27.00	53.36
bbr	ingress	27.15	45.04
bbr	ingress	27.30	54.08
bbr	ingress	27.45	54.24
bbr	ingress	27.60	51.68
bbr	ingress	27.75	53.84
bbr	ingress	27.90	38.40
bbr	ingress	28.05	50.24
bbr	ingress	28.20	50.56
bbr	ingress	28.35	54.40
bbr	ingress	28.50	46.88
bbr	ingress	28.65	50.88
bbr	ingress	28.80	50.56
bbr	ingress	28.95	50.72
bbr	ingress	29.10	53.20
bbr	ingress	29.25	48.24
bbr	ingress	29.40	50.56
bbr	ingress	29.55	50.72
bbr	ingress	29.70	56.96
bbr	ingress	29.85	44.48
bbr	ingress	30.00	49.92
bbr	ingress	30.15	50.56
bbr	ingress	30.30	51.52
bbr	ingress	30.45	49.60
bbr	ingress	30.60	49.60
bbr	ingress	30.75	44.40
bbr	ingress	30.90	48.56
bbr	ingress	31.05	57.36
bbr	ingress	31.20	43.92
bbr	ingress	31.35	50.56
bbr	ingress	31.50	50.88
bbr	ingress	31.65	52.56
bbr	ingress	31.80	48.72
bbr	ingress	31.95	50.88
bbr	ingress	32.10	50.56
bbr	ingress	32.25	50.56
bbr	ingress	32.40	55.12
bbr	ingress	32.55	46.48
bbr	ingress	32.70	50.56
bbr	ingress	32.85	50.88
bbr	ingress	33.00	55.44
bbr	ingress	33.15	18.72
cubic	egress	3.15	0.00
cubic	egress	3.30	0.01
cubic	egress	3.45	1.92
cubic	egress	3.60	4.72
cubic	egress	3.75	17.84
cubic	egress	3.90	46.96
cubic	egress	4.05	50.00
cubic	egress	4.20	50.00
cubic	egress	4.35	50.00
cubic	egress	4.50	50.00
cubic	egress	4.65	50.00
cubic	egress	4.80	50.00
cubic	egress	4.95	49.92
cubic	egress	5.10	50.00
cubic	egress	5.25	50.00
cubic	egress	5.40	50.00
cubic	egress	5.55	50.00
cubic	egress	5.70	49.68
cubic	egress	5.85	50.32
cubic	egress	6.00	50.00
cubic	egress	6.15	50.00
cubic	egress	6.30	50.00
cubic	egress	6.45	50.00
cubic	egress	6.60	49.68
cubic	egress	6.75	50.32
cubic	egress	6.90	50.00
cubic	egress	7.05	50.00
cubic	egress	7.20	49.68
cubic	egress	7.35	50.32
cubic	egress	7.50	50.00
cubic	egress	7.65	50.00
cubic	egress	7.80	50.00
cubic	egress	7.95	50.00
cubic	egress	8.10	50.00
cubic	egress	8.25	50.00
cubic	egress	8.40	50.00
cubic	egress	8.55	50.00
cubic	egress	8.70	50.00
cubic	egress	8.85	50.00
cubic	egress	9.00	50.00
cubic	egress	9.15	50.00
cubic	egress	9.30	45.92
cubic	egress	9.45	54.08
cubic	egress	9.60	50.00
cubic	egress	9.75	50.00
cubic	egress	9.90	50.00
cubic	egress	10.05	49.68
cubic	egress	10.20	50.32
cubic	egress	10.35	50.00
cubic	egress	10.50	49.68
cubic	egress	10.65	50.00
cubic	egress	10.80	50.32
cubic	egress	10.95	50.00
cubic	egress	11.10	50.00
cubic	egress	11.25	50.00
cubic	egress	11.40	50.00
cubic	egress	11.55	50.00
cubic	egress	11.70	50.00
cubic	egress	11.85	49.84
cubic	egress	12.00	49.84
cubic	egress	12.15	50.32
cubic	egress	12.30	50.00
cubic	egress	12.45	49.76
cubic	egress	12.60	50.08
cubic	egress	12.75	50.16
cubic	egress	12.90	50.00
cubic	egress	13.05	50.00
cubic	egress	13.20	50.00
cubic	egress	13.35	50.00
cubic	egress	13.50	50.00
cubic	egress	13.65	49.68
cubic	egress	13.80	50.00
cubic	egress	13.95	50.32
cubic	egress	14.10	50.00
cubic	egress	14.25	47.68
cubic	egress	14.40	52.08
cubic	egress	14.55	50.08
cubic	egress	14.70	50.00
cubic	egress	14.85	50.00
cubic	egress	15.00	50.00
cubic	egress	15.15	50.00
cubic	egress	15.30	50.00
cubic	egress	15.45	50.00
cubic	egress	15.60	50.00
cubic	egress	15.75	50.00
cubic	egress	15.90	50.00
cubic	egress	16.05	50.00
cubic	egress	16.20	50.00
cubic	egress	16.35	50.00
cubic	egress	16.50	50.00
cubic	egress	16.65	49.36
cubic	egress	16.80	50.64
cubic	egress	16.95	50.00
cubic	egress	17.10	49.68
cubic	egress	17.25	50.32
cubic	egress	17.40	50.00
cubic	egress	17.55	50.00
cubic	egress	17.70	50.00
